ID,Counts,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
ID-6902,2,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-15212,-1267,0,0,0,Drivers,3,-52,2
ID-5758,5,F,Y,N,0,81000,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14157,-2349,0,0,0,Laborers,2,-6,2
ID-4019,10,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17473,-2631,0,0,0,Managers,1,-56,2
ID-6903,2,M,N,N,0,121500,State servant,Incomplete higher,Single / not married,House / apartment,-8947,-1611,1,0,0,Laborers,1,-24,2
ID-4856,11,F,N,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,-20693,-8036,0,0,0,Core staff,2,-45,2
ID-2509,7,F,N,Y,0,171000,Working,Secondary / secondary special,Married,House / apartment,-15111,-2019,1,1,0,Sales staff,2,-49,0
ID-413,13,M,Y,Y,0,180000,Working,Higher education,Married,With parents,-11089,-1467,0,0,0,Laborers,2,-26,1
ID-4624,4,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12674,-656,0,0,0,Sales staff,2,-7,2
ID-6904,1,F,Y,Y,0,405000,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,0,0,0,Accountants,2,-20,2
ID-5773,3,F,N,N,0,112500,State servant,Secondary / secondary special,Married,With parents,-17164,-9363,0,0,0,Medicine staff,2,-16,2
ID-3070,4,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-15239,-2538,0,1,0,Drivers,3,-23,2
ID-4898,3,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-20726,0,0,0,0,Retirement,2,-12,1
ID-1918,7,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,0,0,0,0,Retirement,2,-48,2
ID-2694,6,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,With parents,-10190,-279,0,0,0,Working_etc,3,-39,1
ID-6905,3,F,N,N,0,157500,Working,Higher education,Married,House / apartment,-17766,-2959,0,1,0,Sales staff,2,-46,1
ID-95,3,M,N,Y,0,79650,Pensioner,Secondary / secondary special,Married,House / apartment,-16081,0,0,1,0,Retirement,2,-30,2
ID-80,9,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17862,-212,0,0,0,Laborers,2,-15,0
ID-6906,1,F,Y,Y,0,112500,Working,Higher education,Single / not married,House / apartment,-11699,-918,0,0,1,Working_etc,1,-23,2
ID-6907,3,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,-21886,-3649,0,0,0,Managers,2,-51,2
ID-643,11,F,N,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,0,0,0,Working_etc,1,-42,2
ID-2235,12,F,N,Y,0,225000,Working,Higher education,Married,House / apartment,-16202,-2939,1,1,0,Managers,2,-25,1
ID-4856,11,F,N,Y,1,234000,Working,Secondary / secondary special,Single / not married,House / apartment,-20693,-8036,0,0,0,Core staff,2,-45,2
ID-282,9,M,Y,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,0,0,1,0,Retirement,2,-41,2
ID-2453,9,F,N,Y,0,292500,Working,Higher education,Single / not married,House / apartment,-15303,-108,0,0,0,Working_etc,1,-43,0
ID-1406,6,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17778,-1194,0,0,0,Laborers,2,-3,1
ID-753,9,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,0,Drivers,3,-6,1
ID-1928,7,F,N,Y,1,405000,State servant,Higher education,Married,House / apartment,-12732,-4520,0,0,0,Core staff,3,-32,2
ID-6908,1,M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,-10039,-197,0,0,0,Core staff,1,-16,2
ID-1276,12,F,Y,N,1,184500,Working,Higher education,Separated,With parents,-13438,-4447,1,0,0,Core staff,2,-20,2
ID-1344,9,F,N,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,-23483,0,0,0,0,Retirement,2,-18,2
ID-656,8,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,0,0,Laborers,1,-29,0
ID-732,7,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11660,-807,0,0,0,Core staff,3,-53,2
ID-2646,12,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,0,0,0,Managers,3,-24,2
ID-6909,2,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-20142,-3760,1,1,0,Sales staff,2,-8,2
ID-6910,2,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-16902,-1699,0,0,0,Laborers,3,-23,1
ID-2047,2,F,N,N,0,108000,Working,Secondary / secondary special,Separated,House / apartment,-20002,-187,1,1,1,Laborers,1,-42,2
ID-676,9,F,N,Y,0,360000,State servant,Secondary / secondary special,Married,House / apartment,-19070,-10490,0,0,0,Accountants,2,-35,1
ID-4736,2,M,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-8722,-996,0,0,0,Drivers,3,-28,2
ID-6911,1,F,N,Y,0,144000,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-21942,0,0,0,0,Retirement,1,-39,2
ID-1264,7,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,-11378,-867,0,1,0,Drivers,3,-51,2
ID-2206,2,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20460,0,0,0,0,Retirement,2,-6,1
ID-1276,12,F,Y,N,1,184500,Working,Higher education,Separated,With parents,-13438,-4447,1,0,0,Core staff,2,-48,0
ID-57,15,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,0,0,0,Core staff,1,-12,2
ID-4356,4,F,Y,Y,0,67500,Pensioner,Incomplete higher,Married,House / apartment,-21350,0,0,1,0,Retirement,2,-37,2
ID-1628,4,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-21464,0,0,0,0,Retirement,2,-24,2
ID-3690,7,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-16415,-3054,0,0,1,Private service staff,3,-6,1
ID-5184,7,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22062,0,0,1,0,Retirement,1,-48,2
ID-6563,2,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,-23200,0,0,1,0,Retirement,1,-37,1
ID-2548,8,M,Y,Y,2,85500,Working,Secondary / secondary special,Married,House / apartment,-14274,-3079,0,0,0,Working_etc,4,-18,2
ID-521,7,F,N,N,0,247500,Working,Secondary / secondary special,Married,House / apartment,-15260,-622,1,0,0,Laborers,2,-22,2
ID-6912,1,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-21259,-11272,0,0,0,Working_etc,2,-33,2
ID-952,6,F,Y,N,0,315000,Working,Higher education,Married,House / apartment,-13592,-3504,0,1,1,Accountants,2,-18,2
ID-971,12,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,-20538,-5525,1,0,0,Sales staff,1,-45,2
ID-6476,2,F,N,Y,1,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14840,-1539,0,0,0,Sales staff,3,-12,2
ID-158,6,M,N,Y,1,202500,State servant,Higher education,Married,House / apartment,-10756,-2355,0,0,0,Core staff,3,-39,2
ID-1492,21,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,0,0,0,Working_etc,1,-5,1
ID-1965,11,M,N,Y,2,675000,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,0,1,0,Drivers,4,-20,1
ID-1325,7,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11920,-2967,0,0,0,Realty agents,3,-3,1
ID-1979,11,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,0,0,0,Medicine staff,2,-13,2
ID-6913,1,M,N,Y,0,360000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-16502,-2844,0,0,0,Managers,2,-6,1
ID-4642,8,F,N,Y,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,-17708,-5555,0,0,0,Laborers,2,-34,2
ID-1097,6,F,N,N,1,247500,Commercial associate,Incomplete higher,Married,House / apartment,-12217,-2349,1,0,0,Commercial_associate_etc,3,-28,1
ID-913,8,F,N,Y,2,225000,Working,Higher education,Married,Co-op apartment,-15377,-341,0,0,0,Laborers,4,-22,1
ID-1510,12,F,N,Y,1,337500,Commercial associate,Higher education,Single / not married,House / apartment,-14408,-431,0,0,0,Accountants,2,-40,2
ID-5259,4,F,Y,Y,2,225000,Working,Secondary / secondary special,Widow,House / apartment,-10882,-4126,1,1,0,Managers,3,-25,1
ID-335,12,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,0,Core staff,4,-34,1
ID-6914,5,F,Y,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-21842,-3869,0,0,0,High skill tech staff,2,-28,2
ID-453,4,F,Y,Y,0,157500,Working,Incomplete higher,Married,House / apartment,-9389,-1632,1,1,0,Working_etc,2,-54,1
ID-2669,3,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,-18531,-925,0,1,0,High skill tech staff,2,-19,1
ID-2874,6,M,Y,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,0,0,0,Laborers,2,-11,2
ID-2137,13,F,N,Y,0,405000,Working,Higher education,Married,House / apartment,-17465,-7627,0,0,0,Working_etc,2,-28,0
ID-5998,2,F,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,With parents,-9181,-320,0,0,0,Medicine staff,1,-6,2
ID-3663,6,M,N,Y,0,99000,Working,Secondary / secondary special,Separated,House / apartment,-17952,-4086,0,0,0,Working_etc,1,-10,2
ID-4288,2,F,N,N,0,270000,Working,Higher education,Single / not married,Rented apartment,-13762,-1965,1,0,0,Medicine staff,1,-13,2
ID-1995,9,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,0,0,0,Managers,2,-37,1
ID-6318,3,F,Y,Y,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14133,-3810,0,0,0,Sales staff,2,-24,2
ID-6915,5,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23978,0,0,0,0,Retirement,2,-12,1
ID-6916,1,F,N,Y,0,67500,Working,Secondary / secondary special,Separated,Municipal apartment,-13225,-829,1,0,0,Sales staff,1,-3,1
ID-5023,4,F,Y,Y,0,540000,Working,Higher education,Separated,House / apartment,-13151,-3725,0,0,0,Accountants,1,-42,2
ID-3655,4,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,0,0,Sales staff,3,-43,2
ID-236,3,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,0,0,Laborers,2,-17,0
ID-3366,9,M,Y,Y,0,360000,Working,Higher education,Married,House / apartment,-22111,-3854,0,0,0,Managers,2,-59,2
ID-57,15,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,0,0,0,Core staff,1,-25,2
ID-5912,10,F,N,Y,0,675000,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,0,0,1,Working_etc,2,-36,2
ID-289,9,F,N,N,0,157500,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,0,Core staff,2,-14,2
ID-3754,5,M,Y,Y,0,540000,Working,Secondary / secondary special,Married,House / apartment,-20074,-6348,0,1,0,Working_etc,2,-30,0
ID-2749,4,F,Y,N,0,247500,Working,Secondary / secondary special,Separated,House / apartment,-13546,-2142,0,0,0,Laborers,1,-7,2
ID-1973,7,F,Y,N,0,135000,Working,Secondary / secondary special,Widow,House / apartment,-23224,-3382,1,1,0,Core staff,1,-17,1
ID-3952,6,F,N,N,0,112500,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-21629,0,0,0,0,Retirement,1,-12,2
ID-4581,3,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11090,-321,0,1,1,Sales staff,2,-43,0
ID-6917,1,F,N,Y,0,87750,Working,Secondary / secondary special,Married,House / apartment,-19855,-893,0,0,0,Cleaning staff,2,-24,2
ID-1000,8,F,Y,N,0,121500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23328,0,0,0,0,Retirement,1,-5,2
ID-2681,7,F,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,-10213,-1707,0,0,0,Managers,2,-39,2
ID-3304,6,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15438,-3377,0,0,0,Laborers,2,-48,2
ID-2868,12,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21374,0,0,0,0,Retirement,2,-35,2
ID-2012,3,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8877,-303,0,0,0,Core staff,1,-18,2
ID-4161,4,F,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21581,-5467,0,0,0,Accountants,1,-60,2
ID-2148,4,F,Y,Y,0,135000,Working,Secondary / secondary special,Separated,House / apartment,-16211,-1406,0,0,0,Laborers,1,-9,2
ID-1250,13,F,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14667,-1422,0,0,0,Sales staff,2,-3,1
ID-5248,9,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20283,-3447,0,0,0,Drivers,1,-45,1
ID-6918,1,F,N,Y,0,135000,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11127,-494,1,0,0,Laborers,1,-17,2
ID-717,6,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24216,0,0,0,0,Retirement,1,-52,2
ID-3859,4,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-10191,-2218,0,0,0,Drivers,2,-4,0
ID-4245,11,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,0,0,1,Core staff,2,-16,2
ID-6919,1,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-15703,-1844,0,0,0,Medicine staff,3,-32,2
ID-859,17,F,Y,Y,0,391500,Working,Secondary / secondary special,Married,House / apartment,-16995,-7264,0,0,0,Core staff,2,-47,1
ID-6920,2,F,N,Y,0,135000,Working,Higher education,Married,With parents,-14160,-4635,0,0,0,Sales staff,2,-19,2
ID-84,4,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23563,0,0,1,0,Retirement,2,-53,2
ID-966,15,F,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,0,0,0,Laborers,2,-14,0
ID-368,5,M,Y,Y,1,900000,Commercial associate,Higher education,Civil marriage,House / apartment,-16923,-2537,0,0,0,High skill tech staff,3,-20,2
ID-1539,16,M,Y,Y,2,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13059,-4813,0,0,0,Laborers,4,-56,2
ID-1310,11,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9810,-2993,1,0,0,Commercial_associate_etc,2,-15,2
ID-3176,3,F,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-13724,-638,0,0,0,Working_etc,2,-29,0
ID-4414,2,M,N,N,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-19944,0,0,0,0,Retirement,2,-1,1
ID-2307,5,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,0,0,0,0,Retirement,4,-10,2
ID-6921,2,M,Y,N,1,315000,State servant,Secondary / secondary special,Married,Rented apartment,-15399,-6555,0,0,0,Managers,3,-16,2
ID-6922,1,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-21290,0,0,0,0,Retirement,2,-7,2
ID-1074,3,M,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-18475,-1782,0,0,0,Cleaning staff,1,-33,2
ID-4318,2,F,N,Y,0,315000,State servant,Higher education,Married,House / apartment,-18172,-11552,0,0,0,State_servant_etc,2,-25,0
ID-1632,11,F,Y,Y,0,202500,Working,Higher education,Widow,House / apartment,-11998,-1497,0,0,0,Managers,1,-25,2
ID-2927,12,F,N,N,1,144000,Commercial associate,Higher education,Married,House / apartment,-12753,-1315,1,1,0,Commercial_associate_etc,3,-26,2
ID-6923,1,F,N,N,0,247500,Commercial associate,Higher education,Civil marriage,House / apartment,-18588,-4234,0,1,0,Core staff,2,-10,0
ID-1457,9,F,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-18283,-1113,0,0,0,Working_etc,2,-20,2
ID-2529,4,M,Y,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,-14229,-1112,0,0,0,Security staff,2,-6,1
ID-3686,5,M,Y,N,0,157500,Working,Secondary / secondary special,Married,Rented apartment,-12374,-307,1,1,0,Core staff,2,-38,2
ID-6924,2,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-19003,-11785,0,0,0,Medicine staff,2,-17,0
ID-1452,10,F,N,N,1,180000,State servant,Higher education,Married,House / apartment,-14069,-2500,1,1,1,Core staff,3,-28,2
ID-6467,4,M,N,N,0,360000,Working,Secondary / secondary special,Married,Rented apartment,-13958,-969,0,1,0,Drivers,2,-4,2
ID-6925,2,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-13585,-747,0,0,0,High skill tech staff,3,-22,2
ID-4964,2,M,Y,Y,0,337500,Commercial associate,Higher education,Married,House / apartment,-18596,-7566,0,0,0,Managers,2,-14,2
ID-6926,1,M,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,-19360,-864,0,0,0,Cleaning staff,1,-32,2
ID-4623,4,F,N,Y,0,49500,Pensioner,Secondary / secondary special,Married,House / apartment,-21768,0,0,1,0,Retirement,2,-29,2
ID-3283,9,F,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16053,-1905,0,0,0,Core staff,1,-8,2
ID-6927,1,M,Y,Y,0,270000,Working,Incomplete higher,Married,Municipal apartment,-11695,-2437,1,0,0,Laborers,2,-45,2
ID-59,5,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-22985,0,0,1,0,Retirement,2,-13,2
ID-5538,6,F,N,Y,1,256500,State servant,Higher education,Married,House / apartment,-17594,-1315,0,1,0,Managers,3,-47,2
ID-250,3,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,0,0,0,Laborers,3,-2,1
ID-6928,2,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-12699,-2484,0,0,0,Core staff,2,-25,0
ID-997,7,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-20900,0,0,1,0,Retirement,2,-21,1
ID-6929,1,F,N,Y,0,85500,Working,Higher education,Married,House / apartment,-14813,-2965,0,1,0,Working_etc,2,-48,2
ID-1256,7,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23914,0,0,0,0,Retirement,2,-5,2
ID-6930,4,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638,-5891,0,0,0,Laborers,1,-57,1
ID-3583,4,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-14521,-4351,0,1,0,Laborers,2,-17,2
ID-237,4,F,Y,Y,1,270000,Working,Higher education,Separated,House / apartment,-14052,-140,0,1,1,Sales staff,2,-8,2
ID-3112,6,F,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-19982,-1724,0,1,0,Working_etc,2,-13,1
ID-6931,1,F,Y,Y,0,243000,Commercial associate,Higher education,Married,House / apartment,-13130,-249,1,0,1,Commercial_associate_etc,2,-33,1
ID-3274,6,F,N,N,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,-21700,0,0,0,0,Retirement,2,-54,2
ID-6932,1,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18587,-1388,0,0,0,Cleaning staff,1,-51,2
